"city","state","geo.id","peer.1","peer.2","peer.3","peer.4","peer.5","peer.6","peer.7","peer.8","peer.9","peer.10","peer.11","peer.12","peer.13","peer.14","peer.15"
"Ontario","CA","1600000US0653896","Norwalk, CA","Visalia, CA","Antioch, CA","Richmond (CA), CA","West Valley City, UT","Arvada, CO","Tacoma, WA","McAllen, TX","Columbia (MO), MO","Jackson, MS","Aurora (IL), IL","Murfreesboro, TN","Raleigh, NC","Fort Lauderdale, FL","Manchester, NH"
"Orange","CA","1600000US0653980","Torrance, CA","Rancho Cucamonga, CA","Pasadena (CA), CA","Temecula, CA","Santa Clarita, CA","Escondido, CA","Roseville, CA","Plano, TX","Corpus Christi, TX","Omaha, NE","Memphis, TN","Naperville, IL","Huntsville, AL","Charleston (SC), SC","Stamford, CT"
"Orlando","FL","1600000US1253000","Palm Bay, FL","Hollywood, FL","Wilmington (NC), NC","Greensboro, NC","Indianapolis, IN","Fort Worth, TX","Tulsa, OK","Elgin, IL","Topeka, KS","Provo, UT","Moreno Valley, CA","Fontana, CA","Spokane, WA","Gresham, OR","Bellevue, WA"
"Overland Park","KS","1600000US2053775","Omaha, NE","Cedar Rapids, IA","Naperville, IL","Milwaukee, WI","Cheyenne, WY","Westminster, CO","Fargo, ND","Atlanta, GA","Corpus Christi, TX","Charleston (SC), SC","West Jordan, UT","Scottsdale, AZ","Coral Springs, FL","Rancho Cucamonga, CA","Roseville, CA"
"Oxnard","CA","1600000US0654652","Oakland, CA","Santa Rosa, CA","Fort Collins, CO","Killeen, TX","Austin, TX","Dallas, TX","Garland, TX","Houston, TX","Cincinnati, OH","Gainesville, FL","Durham, NC","Anchorage, AK","Pembroke Pines, FL","Yonkers, NY","Burlington, VT"
"Palm Bay","FL","1600000US1254000","Hollywood, FL","Columbia (SC), SC","Wilmington (NC), NC","Greensboro, NC","Columbus (OH), OH","Indianapolis, IN","Akron, OH","Fort Worth, TX","Tulsa, OK","Overland Park, KS","Wichita Falls, TX","Topeka, KS","Madison, WI","Moreno Valley, CA","Fontana, CA"
"Palmdale","CA","1600000US0655156","El Monte, CA","Norwalk, CA","Costa Mesa, CA","Murrieta, CA","Carlsbad, CA","North Las Vegas, NV","Centennial, CO","Lincoln, NE","Sioux Falls, SD","Columbia (MO), MO","Springfield (IL), IL","Aurora (IL), IL","Birmingham, AL","Port St. Lucie, FL","Boston, MA"
"Pasadena (CA)","CA","1600000US0656000","West Covina, CA","Rancho Cucamonga, CA","Corona, CA","Oxnard, CA","San Buenaventura, CA","Roseville, CA","West Jordan, UT","Seattle, WA","Corpus Christi, TX","Cedar Rapids, IA","Naperville, IL","Atlanta, GA","Charleston (SC), SC","Orlando, FL","Coral Springs, FL"
"Pasadena (TX)","TX","1600000US4856000","Mesquite, TX","Little Rock, AR","Knoxville, TN","Aurora (CO), CO","Lakewood, CO","Miami, FL","Tempe, AZ","Detroit, MI","Alexandria, VA","Glendale (CA), CA","Hartford, CT","Reno, NV","Fairfield, CA","Portland (ME), ME","Salem, OR"
"Paterson","NJ","1600000US3457000","Philadelphia, PA","Providence, RI","Newport News, VA","High Point, NC","Minneapolis, MN","Miami Gardens, FL","New Orleans, LA","Baton Rouge, LA","Amarillo, TX","Brownsville, TX","El Paso, TX","Irvine, CA","Burbank, CA","Elk Grove, CA","Hayward, CA"
"Pembroke Pines","FL","1600000US1255775","Hialeah, FL","Mobile, AL","Cincinnati, OH","Houston, TX","Elizabeth, NJ","Austin, TX","Arlington, TX","Killeen, TX","Sterling Heights, MI","Oklahoma City, OK","Kansas City (KS), KS","Fort Collins, CO","Henderson, NV","Santa Rosa, CA","Anchorage, AK"
"Peoria (AZ)","AZ","1600000US0454050","Surprise, AZ","Henderson, NV","West Jordan, UT","Westminster, CO","Thornton, CO","Cheyenne, WY","Arlington, TX","Kansas City (KS), KS","Fargo, ND","Cedar Rapids, IA","Rochester (MN), MN","Mobile, AL","Milwaukee, WI","Hialeah, FL","Virginia Beach, VA"
"Peoria (IL)","IL","1600000US1759000","Madison, WI","Detroit, MI","Wichita, KS","McKinney, TX","Columbia (SC), SC","Wichita Falls, TX","Fayetteville, NC","Fort Worth, TX","Lakewood, CO","Cambridge, MA","Portland (ME), ME","West Palm Beach, FL","Victorville, CA","Reno, NV","Long Beach, CA"
"Philadelphia","PA","1600000US4260000","Wilmington (DE), DE","Newport News, VA","Providence, RI","Pittsburgh, PA","High Point, NC","Minneapolis, MN","Miami Gardens, FL","New Orleans, LA","Baton Rouge, LA","Amarillo, TX","Midland, TX","Brownsville, TX","El Paso, TX","Irvine, CA","Elk Grove, CA"
"Phoenix","AZ","1600000US0455000","Ontario, CA","Huntington Beach, CA","Aurora (CO), CO","Reno, NV","Concord, CA","Daly City, CA","San Antonio, TX","Wichita, KS","Mesquite, TX","Olathe, KS","Kent, WA","Elgin, IL","Lexington-Fayette, KY","Alexandria, VA","Jersey City, NJ"
"Pittsburgh","PA","1600000US4261000","Cleveland, OH","Warren, MI","Wilmington (DE), DE","Richmond (VA), VA","Waterbury, CT","Evansville, IN","Green Bay, WI","New Orleans, LA","Norman, OK","Frisco, TX","Midland, TX","Bayam<U+0086>n, PR","Las Vegas, NV","Spokane, WA","Stockton, CA"
"Plano","TX","1600000US4858016","Memphis, TN","Omaha, NE","Huntsville, AL","Ann Arbor, MI","Orlando, FL","Escondido, CA","Temecula, CA","Rancho Cucamonga, CA","Torrance, CA","Santa Clarita, CA","Simi Valley, CA","Stamford, CT","Roseville, CA","San Jose, CA","Carolina, PR"
"Pomona","CA","1600000US0658072","Salinas, CA","Glendale (AZ), AZ","Tempe, AZ","Sacramento, CA","Eugene, OR","Lubbock, TX","Grand Prairie, TX","St. Paul, MN","Montgomery, AL","Fort Wayne, IN","Lexington-Fayette, KY","Miramar, FL","Hampton, VA","Worcester, MA","Honolulu, HI"
"Ponce","PR","1600000US7263820","San Juan, PR","Jacksonville, FL","Syracuse, NY","Rochester (NY), NY","Buffalo, NY","Beaumont, TX","Waco, TX","Carrollton, TX","Denton, TX","Colorado Springs, CO","Garden Grove, CA","Downey, CA","Boise City, ID","Burbank, CA","Hayward, CA"
"Port St. Lucie","FL","1600000US1258715","Charlotte, NC","Birmingham, AL","Norfolk, VA","Springfield (IL), IL","Hartford, CT","Independence, MO","Boston, MA","Lincoln, NE","Denver, CO","North Las Vegas, NV","Murrieta, CA","Carlsbad, CA","Anaheim, CA","Costa Mesa, CA","El Monte, CA"
"Portland (ME)","ME","1600000US2360545","Cambridge, MA","Paterson, NJ","Philadelphia, PA","Detroit, MI","Fayetteville, NC","Knoxville, TN","West Palm Beach, FL","St. Petersburg, FL","Wichita, KS","McKinney, TX","Aurora (CO), CO","Lakewood, CO","Reno, NV","Salem, OR","Glendale (CA), CA"
"Portland (OR)","OR","1600000US4159000","Vallejo, CA","Antioch, CA","Richmond (CA), CA","Lancaster, CA","Riverside, CA","Orange, CA","Arvada, CO","Des Moines, IA","Columbia (MO), MO","McAllen, TX","Murfreesboro, TN","Chattanooga, TN","Raleigh, NC","Manchester, NH","Fort Lauderdale, FL"
"Providence","RI","1600000US4459000","Wilmington (DE), DE","Newport News, VA","Minneapolis, MN","Miami Gardens, FL","New Orleans, LA","Baton Rouge, LA","Plano, TX","Amarillo, TX","Midland, TX","Brownsville, TX","El Paso, TX","Phoenix, AZ","Irvine, CA","Burbank, CA","Elk Grove, CA"
"Provo","UT","1600000US4962470","Las Vegas, NV","Spokane, WA","Gresham, OR","Bellevue, WA","Topeka, KS","Tulsa, OK","Overland Park, KS","Tallahassee, FL","Winston-Salem, NC","Greensboro, NC","Richmond (VA), VA","Wilmington (NC), NC","Waterbury, CT","Hollywood, FL","Bayam<U+0086>n, PR"
"Pueblo","CO","1600000US0862000","Albuquerque, NM","Mesa, AZ","Springfield (MO), MO","Waco, TX","Laredo, TX","Garden Grove, CA","Lafayette, LA","Clarksville, TN","South Bend, IN","Everett, WA","Toledo, OH","Savannah, GA","Buffalo, NY","Jacksonville, FL","New York, NY"
"Raleigh","NC","1600000US3755000","Baltimore, MD","Murfreesboro, TN","Providence, RI","Grand Rapids, MI","Manchester, NH","Fort Lauderdale, FL","Columbia (MO), MO","McAllen, TX","Arvada, CO","Riverside, CA","Orange, CA","Lancaster, CA","Antioch, CA","Vallejo, CA","Richmond (CA), CA"
"Rancho Cucamonga","CA","1600000US0659451","Pomona, CA","Torrance, CA","Temecula, CA","Santa Clarita, CA","Escondido, CA","Oxnard, CA","Roseville, CA","Omaha, NE","Corpus Christi, TX","Pasadena (TX), TX","Memphis, TN","Naperville, IL","Charleston (SC), SC","Orlando, FL","Stamford, CT"
"Reno","NV","1600000US3260600","Victorville, CA","Anaheim, CA","Long Beach, CA","Salt Lake City, UT","Portland (OR), OR","Lakewood, CO","Wichita, KS","Lansing, MI","Dayton, OH","Detroit, MI","Knoxville, TN","Fayetteville, NC","Clearwater, FL","Philadelphia, PA","West Palm Beach, FL"
"Richmond (CA)","CA","1600000US0660620","Vallejo, CA","Antioch, CA","Lancaster, CA","Rancho Cucamonga, CA","Orange, CA","Riverside, CA","West Valley City, UT","Arvada, CO","Oklahoma City, OK","McAllen, TX","Grand Rapids, MI","Murfreesboro, TN","Fort Lauderdale, FL","Manchester, NH","Providence, RI"
"Richmond (VA)","VA","1600000US5167000","Greensboro, NC","Winston-Salem, NC","Wilmington (NC), NC","Waterbury, CT","Evansville, IN","Rockford, IL","Green Bay, WI","Overland Park, KS","Topeka, KS","Frisco, TX","Pueblo, CO","Bayam<U+0086>n, PR","Las Vegas, NV","Spokane, WA","Gresham, OR"
"Riverside","CA","1600000US0662000","Rancho Cucamonga, CA","Lancaster, CA","Bakersfield, CA","Antioch, CA","Vallejo, CA","Oklahoma City, OK","Chicago, IL","Murfreesboro, TN","Grand Rapids, MI","Sterling Heights, MI","Richmond (VA), VA","Baltimore, MD","Fort Lauderdale, FL","Manchester, NH","Providence, RI"
"Rochester (MN)","MN","1600000US2754880","Milwaukee, WI","Peoria (IL), IL","Fargo, ND","Kansas City (KS), KS","Fort Collins, CO","Thornton, CO","Westminster, CO","Arlington, TX","Mobile, AL","Elizabeth, NJ","Virginia Beach, VA","Austin, TX","West Jordan, UT","Henderson, NV","Hialeah, FL"
"Rochester (NY)","NY","1600000US3663000","Syracuse, NY","Springfield (MA), MA","Toledo, OH","Clarksville, TN","St. Louis, MO","Minneapolis, MN","Carrollton, TX","Denton, TX","Amarillo, TX","Colorado Springs, CO","Albuquerque, NM","Garden Grove, CA","Downey, CA","Burbank, CA","Hayward, CA"
"Rockford","IL","1600000US1765000","Kansas City (MO), MO","Winston-Salem, NC","Shreveport, LA","Chesapeake, VA","Waterbury, CT","Savannah, GA","Pueblo, CO","Tallahassee, FL","Tucson, AZ","Las Vegas, NV","San Bernardino, CA","Riverside, CA","Bellevue, WA","Modesto, CA","Bayam<U+0086>n, PR"
"Roseville","CA","1600000US0662938","Reno, NV","Oxnard, CA","Temecula, CA","Escondido, CA","Scottsdale, AZ","Omaha, NE","Corpus Christi, TX","Pasadena (TX), TX","Memphis, TN","Naperville, IL","Ann Arbor, MI","Atlanta, GA","Charleston (SC), SC","Orlando, FL","Stamford, CT"
"Sacramento","CA","1600000US0664000","Visalia, CA","Ontario, CA","Eugene, OR","Vancouver, WA","West Valley City, UT","Tacoma, WA","Glendale (AZ), AZ","Tempe, AZ","Arvada, CO","Mesquite, TX","St. Paul, MN","Jackson, MS","Fort Wayne, IN","Lexington-Fayette, KY","Montgomery, AL"
"Salem","OR","1600000US4164900","Portland (OR), OR","Richmond (CA), CA","Glendale (CA), CA","Anaheim, CA","Lakewood, CO","Aurora (CO), CO","Wichita, KS","Mesquite, TX","Detroit, MI","Knoxville, TN","Alexandria, VA","Fayetteville, NC","Paterson, NJ","Hampton, VA","St. Petersburg, FL"
"Salinas","CA","1600000US0664224","Eugene, OR","Glendale (AZ), AZ","Salem, OR","Tempe, AZ","Tacoma, WA","Lubbock, TX","Grand Prairie, TX","St. Paul, MN","Fort Wayne, IN","Montgomery, AL","Lexington-Fayette, KY","Honolulu, HI","Hampton, VA","Miramar, FL","Ponce, PR"
"Salt Lake City","UT","1600000US4967000","Lakewood, CO","Victorville, CA","Anaheim, CA","Richmond (CA), CA","Long Beach, CA","Kent, WA","Wichita, KS","Lansing, MI","Dayton, OH","Detroit, MI","Knoxville, TN","Charlotte, NC","Fayetteville, NC","Clearwater, FL","West Palm Beach, FL"
"San Antonio","TX","1600000US4865000","Mesquite, TX","Wichita, KS","Olathe, KS","Aurora (CO), CO","Tampa, FL","Elgin, IL","Ontario, CA","Huntington Beach, CA","Pittsburgh, PA","Alexandria, VA","Concord, CA","Richmond (CA), CA","Daly City, CA","Jersey City, NJ","Kent, WA"
"San Bernardino","CA","1600000US0665000","Las Vegas, NV","Mesa, AZ","Roseville, CA","Tucson, AZ","Albuquerque, NM","Everett, WA","Laredo, TX","St. Louis, MO","Clarksville, TN","Green Bay, WI","South Bend, IN","Toledo, OH","Waterbury, CT","Springfield (MA), MA","Bayam<U+0086>n, PR"
"San Buenaventura","CA","1600000US0665042","West Covina, CA","Corona, CA","Henderson, NV","West Jordan, UT","Westminster, CO","Thornton, CO","Fort Collins, CO","Arlington, TX","Fargo, ND","Cedar Rapids, IA","Mobile, AL","Cincinnati, OH","Gainesville, FL","Coral Springs, FL","Burlington, VT"
"San Diego","CA","1600000US0666000","Corona, CA","Henderson, NV","West Jordan, UT","Westminster, CO","Thornton, CO","Fort Collins, CO","Austin, TX","Arlington, TX","Fargo, ND","Mobile, AL","Cincinnati, OH","Coral Springs, FL","Hialeah, FL","Virginia Beach, VA","San Diego, CA"
"San Francisco","CA","1600000US0667000","San Jose, CA","Reno, NV","Torrance, CA","West Covina, CA","Escondido, CA","Seattle, WA","Billings, MT","Pasadena (TX), TX","Davenport, IA","Joliet, IL","Huntsville, AL","Washington, DC","Orlando, FL","Cape Coral, FL","Allentown, PA"
"San Jose","CA","1600000US0668000","Reno, NV","Simi Valley, CA","Santa Clarita, CA","Torrance, CA","Pomona, CA","Temecula, CA","Escondido, CA","Chandler, AZ","Irving, TX","Memphis, TN","Huntsville, AL","Orlando, FL","Allentown, PA","Stamford, CT","Carolina, PR"
"San Juan","PR","1600000US7276770","Miami Gardens, FL","Port St. Lucie, FL","High Point, NC","Syracuse, NY","Clarksville, TN","Beaumont, TX","Rockford, IL","Carrollton, TX","Denton, TX","Colorado Springs, CO","Garden Grove, CA","Boise City, ID","Downey, CA","Burbank, CA","Hayward, CA"
"Santa Ana","CA","1600000US0669000","Irvine, CA","Los Angeles, CA","Oceanside, CA","Chula Vista, CA","Oakland, CA","Elk Grove, CA","Salt Lake City, UT","Lubbock, TX","Grand Prairie, TX","Garland, TX","Montgomery, AL","Miramar, FL","Yonkers, NY","Bridgeport, CT","Ponce, PR"
"Santa Clara","CA","1600000US0669084","Sunnyvale, CA","Berkeley, CA","Fresno, CA","Thousand Oaks, CA","Simi Valley, CA","Santa Clarita, CA","Pomona, CA","Fullerton, CA","Chandler, AZ","Irving, TX","Huntsville, AL","Allentown, PA","New Haven, CT","San Juan, PR","Carolina, PR"
"Santa Clarita","CA","1600000US0669088","Simi Valley, CA","Torrance, CA","Pomona, CA","Temecula, CA","Escondido, CA","Sacramento, CA","Reno, NV","Omaha, NE","Memphis, TN","Huntsville, AL","Ann Arbor, MI","Orlando, FL","Stamford, CT","San Juan, PR","Carolina, PR"
"Santa Rosa","CA","1600000US0670098","Vallejo, CA","Henderson, NV","Peoria (AZ), AZ","Fort Collins, CO","Oklahoma City, OK","Arlington, TX","Kansas City (KS), KS","Killeen, TX","Austin, TX","Rochester (MN), MN","Houston, TX","Chicago, IL","Sterling Heights, MI","Elizabeth, NJ","Hialeah, FL"
"Savannah","GA","1600000US1369000","Tallahassee, FL","Raleigh, NC","Lafayette, LA","South Bend, IN","New York, NY","Shreveport, LA","Springfield (MO), MO","Kansas City (MO), MO","Waco, TX","Laredo, TX","Tucson, AZ","Mesa, AZ","Modesto, CA","Roseville, CA","Everett, WA"
"Scottsdale","AZ","1600000US0465000","Oxnard, CA","West Jordan, UT","Reno, NV","Sacramento, CA","Cheyenne, WY","Corpus Christi, TX","Omaha, NE","Fargo, ND","Cedar Rapids, IA","Naperville, IL","Milwaukee, WI","Atlanta, GA","Ann Arbor, MI","Charleston (SC), SC","Virginia Beach, VA"
"Seattle","WA","1600000US5363000","West Jordan, UT","West Covina, CA","Corona, CA","Thornton, CO","San Diego, CA","Cedar Rapids, IA","Dallas, TX","Pasadena (TX), TX","Corpus Christi, TX","Cincinnati, OH","Atlanta, GA","Burlington, VT","Charleston (SC), SC","Gainesville, FL","Coral Springs, FL"
"Shreveport","LA","1600000US2270000","Kansas City (MO), MO","Columbus (GA), GA","Tallahassee, FL","Winston-Salem, NC","Tucson, AZ","Chesapeake, VA","Mesa, AZ","Scottsdale, AZ","New York, NY","Las Vegas, NV","Modesto, CA","Roseville, CA","Gresham, OR","Bellevue, WA","Bayam<U+0086>n, PR"
"Simi Valley","CA","1600000US0672016","Thousand Oaks, CA","Santa Clarita, CA","Pomona, CA","Temecula, CA","Escondido, CA","Berkeley, CA","Santa Rosa, CA","Chandler, AZ","Irving, TX","Memphis, TN","Huntsville, AL","Allentown, PA","Stamford, CT","San Juan, PR","Carolina, PR"
"Sioux Falls","SD","1600000US4659020","Columbia (MO), MO","Aurora (IL), IL","Centennial, CO","Jackson, MS","Birmingham, AL","McAllen, TX","Visalia, CA","Boston, MA","Murrieta, CA","El Monte, CA","Pasadena (CA), CA","Orange, CA","Carlsbad, CA","Norwalk, CA","Costa Mesa, CA"
"South Bend","IN","1600000US1871000","Toledo, OH","Clarksville, TN","Buffalo, NY","Springfield (MO), MO","Raleigh, NC","Jacksonville, FL","Lafayette, LA","Waco, TX","Albuquerque, NM","Laredo, TX","Scottsdale, AZ","Mesa, AZ","Garden Grove, CA","Everett, WA","San Buenaventura, CA"
"Spokane","WA","1600000US5367000","Gresham, OR","Pueblo, CO","Riverside, CA","Topeka, KS","Overland Park, KS","Frisco, TX","Fort Worth, TX","McKinney, TX","Evansville, IN","Warren, MI","Cleveland, OH","Greensboro, NC","Waterbury, CT","Wilmington (NC), NC","Tampa, FL"
"Springfield (IL)","IL","1600000US1772000","Independence, MO","Lincoln, NE","Little Rock, AR","Birmingham, AL","Charlotte, NC","Norfolk, VA","Denver, CO","Hartford, CT","Boston, MA","Portland (ME), ME","Murrieta, CA","Carlsbad, CA","El Monte, CA","Costa Mesa, CA","Fairfield, CA"
"Springfield (MA)","MA","1600000US2567000","Syracuse, NY","Raleigh, NC","Toledo, OH","Rockford, IL","Clarksville, TN","St. Louis, MO","Minneapolis, MN","Amarillo, TX","Midland, TX","Laredo, TX","Albuquerque, NM","Spokane, WA","Everett, WA","Burbank, CA","San Buenaventura, CA"
"Springfield (MO)","MO","1600000US2970000","Clarksville, TN","Waco, TX","Lafayette, LA","Toledo, OH","Albuquerque, NM","Laredo, TX","Raleigh, NC","Jacksonville, FL","Buffalo, NY","Scottsdale, AZ","Mesa, AZ","Boise City, ID","Garden Grove, CA","Spokane, WA","Everett, WA"
"St. Louis","MO","1600000US2965000","Springfield (MO), MO","Clarksville, TN","Toledo, OH","Minneapolis, MN","New Orleans, LA","Amarillo, TX","Syracuse, NY","Midland, TX","Albuquerque, NM","Laredo, TX","Tucson, AZ","Spokane, WA","Burbank, CA","San Buenaventura, CA","Everett, WA"
"St. Paul","MN","1600000US2758000","Fort Wayne, IN","Lexington-Fayette, KY","Aurora (CO), CO","Mesquite, TX","Montgomery, AL","Salt Lake City, UT","Paterson, NJ","Hampton, VA","Tempe, AZ","Salem, OR","Eugene, OR","Ontario, CA","Glendale (CA), CA","Ponce, PR","Honolulu, HI"
"St. Petersburg","FL","1600000US1263000","Tampa, FL","Hampton, VA","Cleveland, OH","Norman, OK","Detroit, MI","Warren, MI","Worcester, MA","Cambridge, MA","Aurora (CO), CO","Lakewood, CO","Glendale (CA), CA","Stockton, CA","Salinas, CA","Portland (OR), OR","Honolulu, HI"
"Stamford","CT","1600000US0973000","Ann Arbor, MI","Charleston (SC), SC","Naperville, IL","Memphis, TN","Orlando, FL","Omaha, NE","Corpus Christi, TX","Reno, NV","Temecula, CA","Escondido, CA","Seattle, WA","Pomona, CA","Torrance, CA","Sacramento, CA","Santa Rosa, CA"
"Sterling Heights","MI","1600000US2676460","Chicago, IL","Baltimore, MD","Elizabeth, NJ","Rochester (MN), MN","Kansas City (KS), KS","Savannah, GA","Oklahoma City, OK","Houston, TX","Killeen, TX","Hialeah, FL","Austin, TX","Peoria (AZ), AZ","Surprise, AZ","Lancaster, CA","Vallejo, CA"
"Stockton","CA","1600000US0675000","Concord, CA","Glendale (CA), CA","Portland (OR), OR","Norman, OK","McKinney, TX","Springfield (IL), IL","Evansville, IN","Warren, MI","Cleveland, OH","Tampa, FL","Hampton, VA","Honolulu, HI","Stamford, CT","Worcester, MA","Cambridge, MA"
"Sunnyvale","CA","1600000US0677000","Berkeley, CA","Santa Rosa, CA","Fresno, CA","Thousand Oaks, CA","Santa Clarita, CA","Pomona, CA","Fullerton, CA","Chandler, AZ","Sioux Falls, SD","Irving, TX","Huntsville, AL","Allentown, PA","New Haven, CT","San Juan, PR","Carolina, PR"
"Surprise","AZ","1600000US0471510","Lancaster, CA","Bakersfield, CA","Stockton, CA","Vallejo, CA","Killeen, TX","Kansas City (KS), KS","Chicago, IL","Grand Rapids, MI","Charleston (WV), WV","Savannah, GA","Rochester (NY), NY","Fort Lauderdale, FL","Hialeah, FL","Baltimore, MD","Elizabeth, NJ"
"Syracuse","NY","1600000US3673000","Toledo, OH","Rockford, IL","Clarksville, TN","St. Paul, MN","Minneapolis, MN","Springfield (MO), MO","New Orleans, LA","Carrollton, TX","Amarillo, TX","Laredo, TX","Albuquerque, NM","Spokane, WA","Garden Grove, CA","Burbank, CA","Hayward, CA"
"Tacoma","WA","1600000US5370000","Vancouver, WA","Salem, OR","Eugene, OR","West Valley City, UT","Visalia, CA","Ontario, CA","Orange, CA","Arvada, CO","Glendale (AZ), AZ","Des Moines, IA","Fort Wayne, IN","McAllen, TX","Jackson, MS","Murfreesboro, TN","Lexington-Fayette, KY"
"Tallahassee","FL","1600000US1270600","Columbus (GA), GA","Hollywood, FL","Wilmington (NC), NC","Winston-Salem, NC","Chesapeake, VA","Kansas City (MO), MO","Topeka, KS","Pueblo, CO","Bayam<U+0086>n, PR","Las Vegas, NV","Simi Valley, CA","Modesto, CA","Roseville, CA","Gresham, OR","Bellevue, WA"
"Tampa","FL","1600000US1271000","Columbia (SC), SC","Greensboro, NC","Evansville, IN","Springfield (IL), IL","McKinney, TX","Philadelphia, PA","Cleveland, OH","Fort Worth, TX","Warren, MI","Norman, OK","Elgin, IL","Stamford, CT","Wichita, KS","Madison, WI","Cambridge, MA"
"Temecula","CA","1600000US0678120","Escondido, CA","Pomona, CA","Torrance, CA","Sacramento, CA","Reno, NV","Santa Rosa, CA","Corpus Christi, TX","Omaha, NE","Memphis, TN","Naperville, IL","Huntsville, AL","Ann Arbor, MI","Sterling Heights, MI","Orlando, FL","San Juan, PR"
"Tempe","AZ","1600000US0473000","Ontario, CA","Glendale (CA), CA","Salinas, CA","Fairfield, CA","Mesquite, TX","Eugene, OR","Vancouver, WA","Little Rock, AR","Montgomery, AL","Fort Wayne, IN","Lexington-Fayette, KY","St. Petersburg, FL","Miami, FL","Hampton, VA","Paterson, NJ"
"Thornton","CO","1600000US0877290","Westminster, CO","Fort Collins, CO","West Jordan, UT","Henderson, NV","Fargo, ND","Arlington, TX","Cedar Rapids, IA","Corona, CA","San Diego, CA","Cincinnati, OH","Mobile, AL","Atlanta, GA","Rochester (NY), NY","Virginia Beach, VA","Coral Springs, FL"
"Thousand Oaks","CA","1600000US0678582","Santa Clarita, CA","Fullerton, CA","Pomona, CA","Fresno, CA","Berkeley, CA","Surprise, AZ","Santa Rosa, CA","Chandler, AZ","Irving, TX","Sioux Falls, SD","Huntsville, AL","Allentown, PA","New Haven, CT","San Juan, PR","Carolina, PR"
"Toledo","OH","1600000US3977000","Buffalo, NY","Clarksville, TN","St. Louis, MO","Raleigh, NC","St. Paul, MN","Springfield (MO), MO","Jacksonville, FL","Lafayette, LA","Waco, TX","Albuquerque, NM","Laredo, TX","Spokane, WA","Everett, WA","Garden Grove, CA","San Buenaventura, CA"
"Topeka","KS","1600000US2071000","Overland Park, KS","Tulsa, OK","Fort Worth, TX","Pueblo, CO","Indianapolis, IN","Columbus (OH), OH","Akron, OH","Greensboro, NC","Wilmington (NC), NC","Moreno Valley, CA","Fontana, CA","Hollywood, FL","Palmdale, CA","Gresham, OR","Bellevue, WA"
"Torrance","CA","1600000US0680000","Pomona, CA","Escondido, CA","Tempe, AZ","Sacramento, CA","Santa Rosa, CA","Reno, NV","Corpus Christi, TX","Omaha, NE","Pasadena (TX), TX","Memphis, TN","Naperville, IL","Huntsville, AL","Sterling Heights, MI","Orlando, FL","San Juan, PR"
"Tucson","AZ","1600000US0477000","Mesa, AZ","Scottsdale, AZ","Las Vegas, NV","Simi Valley, CA","San Buenaventura, CA","Modesto, CA","Laredo, TX","Roseville, CA","Kansas City (MO), MO","Everett, WA","Tampa, FL","Winston-Salem, NC","Raleigh, NC","New York, NY","Bayam<U+0086>n, PR"
"Tulsa","OK","1600000US4075000","Overland Park, KS","Fort Worth, TX","Pueblo, CO","Elgin, IL","Indianapolis, IN","Columbus (OH), OH","Greensboro, NC","Wilmington (NC), NC","Hollywood, FL","Moreno Valley, CA","Fontana, CA","Palmdale, CA","Inglewood, CA","Torrance, CA","Gresham, OR"
"Vallejo","CA","1600000US0681666","Antioch, CA","Stockton, CA","Lancaster, CA","Rancho Cucamonga, CA","Orange, CA","Oklahoma City, OK","Rochester (MN), MN","McAllen, TX","Chicago, IL","Grand Rapids, MI","Murfreesboro, TN","Richmond (VA), VA","Baltimore, MD","Fort Lauderdale, FL","Manchester, NH"
"Vancouver","WA","1600000US5374060","Eugene, OR","Fairfield, CA","West Valley City, UT","Visalia, CA","El Monte, CA","Ontario, CA","Glendale (AZ), AZ","Little Rock, AR","Jackson, MS","Birmingham, AL","Tallahassee, FL","Norfolk, VA","Hartford, CT","Boston, MA","Miami, FL"
"Victorville","CA","1600000US0682590","Long Beach, CA","Richmond (CA), CA","Lakewood, CO","Kent, WA","Wichita Falls, TX","San Antonio, TX","Madison, WI","Lansing, MI","Dayton, OH","Detroit, MI","Columbia (SC), SC","Clearwater, FL","Fayetteville, NC","West Palm Beach, FL","Philadelphia, PA"
"Virginia Beach","VA","1600000US5182000","Rochester (NY), NY","Atlanta, GA","Milwaukee, WI","Coral Springs, FL","Peoria (IL), IL","Hialeah, FL","Mobile, AL","Cedar Rapids, IA","Arlington, TX","Fargo, ND","Cheyenne, WY","Westminster, CO","West Jordan, UT","Henderson, NV","Thousand Oaks, CA"
"Visalia","CA","1600000US0682954","Victorville, CA","Norwalk, CA","Orange, CA","Glendale (AZ), AZ","West Valley City, UT","Eugene, OR","Arvada, CO","McAllen, TX","Jackson, MS","Aurora (IL), IL","South Bend, IN","Birmingham, AL","Fort Wayne, IN","Tallahassee, FL","Boston, MA"
"Waco","TX","1600000US4876000","Laredo, TX","Lafayette, LA","Topeka, KS","Albuquerque, NM","St. Louis, MO","Clarksville, TN","Scottsdale, AZ","Jacksonville, FL","Raleigh, NC","Garden Grove, CA","Buffalo, NY","Boise City, ID","New York, NY","Spokane, WA","Everett, WA"
"Warren","MI","1600000US2684000","Cleveland, OH","Springfield (IL), IL","Evansville, IN","Greensboro, NC","Stamford, CT","Worcester, MA","Cambridge, MA","Overland Park, KS","Norman, OK","McKinney, TX","Frisco, TX","Fort Worth, TX","Riverside, CA","Temecula, CA","Sunnyvale, CA"
