"city","state","geo.id","peer.1","peer.2","peer.3","peer.4","peer.5","peer.6","peer.7","peer.8","peer.9","peer.10","peer.11","peer.12","peer.13","peer.14","peer.15"
"Ontario","CA","1600000US0653896","McAllen, TX","Murfreesboro, TN","Richmond (CA), CA","Arvada, CO","Manchester, NH","West Valley City, UT","Fort Lauderdale, FL","Raleigh, NC","Jackson, MS","Visalia, CA","Columbia (MO), MO","Antioch, CA","Aurora (IL), IL","Tacoma, WA","Norwalk, CA"
"Orange","CA","1600000US0653980","Rancho Cucamonga, CA","Torrance, CA","Escondido, CA","Temecula, CA","Stamford, CT","Roseville, CA","Corpus Christi, TX","Naperville, IL","Huntsville, AL","Omaha, NE","Memphis, TN","Plano, TX","Santa Clarita, CA","Pasadena (CA), CA","Charleston (SC), SC"
"Orlando","FL","1600000US1253000","Topeka, KS","Wilmington (NC), NC","Gresham, OR","Tulsa, OK","Hollywood, FL","Greensboro, NC","Provo, UT","Fort Worth, TX","Palm Bay, FL","Moreno Valley, CA","Indianapolis, IN","Spokane, WA","Fontana, CA","Elgin, IL","Bellevue, WA"
"Overland Park","KS","1600000US2053775","Scottsdale, AZ","Charleston (SC), SC","Naperville, IL","Atlanta, GA","Corpus Christi, TX","Cedar Rapids, IA","Milwaukee, WI","Roseville, CA","West Jordan, UT","Cheyenne, WY","Omaha, NE","Coral Springs, FL","Fargo, ND","Westminster, CO","Rancho Cucamonga, CA"
"Oxnard","CA","1600000US0654652","Anchorage, AK","Durham, NC","Houston, TX","Garland, TX","Pembroke Pines, FL","Killeen, TX","Santa Rosa, CA","Austin, TX","Oakland, CA","Yonkers, NY","Gainesville, FL","Dallas, TX","Cincinnati, OH","Burlington, VT","Fort Collins, CO"
"Palm Bay","FL","1600000US1254000","Indianapolis, IN","Fontana, CA","Moreno Valley, CA","Akron, OH","Hollywood, FL","Greensboro, NC","Topeka, KS","Wichita Falls, TX","Columbus (OH), OH","Wilmington (NC), NC","Fort Worth, TX","Overland Park, KS","Tulsa, OK","Madison, WI","Columbia (SC), SC"
"Palmdale","CA","1600000US0655156","Sioux Falls, SD","Norwalk, CA","Centennial, CO","Aurora (IL), IL","North Las Vegas, NV","Murrieta, CA","Carlsbad, CA","Costa Mesa, CA","Birmingham, AL","El Monte, CA","Port St. Lucie, FL","Springfield (IL), IL","Lincoln, NE","Columbia (MO), MO","Boston, MA"
"Pasadena (CA)","CA","1600000US0656000","Seattle, WA","West Covina, CA","Charleston (SC), SC","Corpus Christi, TX","Coral Springs, FL","Naperville, IL","Cedar Rapids, IA","Atlanta, GA","Roseville, CA","San Buenaventura, CA","Rancho Cucamonga, CA","West Jordan, UT","Oxnard, CA","Orlando, FL","Corona, CA"
"Pasadena (TX)","TX","1600000US4856000","Salem, OR","Aurora (CO), CO","Knoxville, TN","Glendale (CA), CA","Mesquite, TX","Tempe, AZ","Miami, FL","Fairfield, CA","Hartford, CT","Portland (ME), ME","Little Rock, AR","Lakewood, CO","Alexandria, VA","Reno, NV","Detroit, MI"
"Paterson","NJ","1600000US3457000","Newport News, VA","El Paso, TX","Miami Gardens, FL","Irvine, CA","High Point, NC","Philadelphia, PA","Providence, RI","Elk Grove, CA","Brownsville, TX","Hayward, CA","New Orleans, LA","Amarillo, TX","Burbank, CA","Baton Rouge, LA","Minneapolis, MN"
"Pembroke Pines","FL","1600000US1255775","Santa Rosa, CA","Killeen, TX","Houston, TX","Austin, TX","Sterling Heights, MI","Elizabeth, NJ","Arlington, TX","Kansas City (KS), KS","Fort Collins, CO","Oklahoma City, OK","Hialeah, FL","Anchorage, AK","Mobile, AL","Cincinnati, OH","Henderson, NV"
"Peoria (AZ)","AZ","1600000US0454050","Rochester (MN), MN","Virginia Beach, VA","Cheyenne, WY","Hialeah, FL","Fargo, ND","Henderson, NV","Milwaukee, WI","Westminster, CO","Thornton, CO","Arlington, TX","Kansas City (KS), KS","Mobile, AL","West Jordan, UT","Surprise, AZ","Cedar Rapids, IA"
"Peoria (IL)","IL","1600000US1759000","Fayetteville, NC","Detroit, MI","West Palm Beach, FL","Lakewood, CO","Columbia (SC), SC","Victorville, CA","Cambridge, MA","Madison, WI","Wichita, KS","Long Beach, CA","Portland (ME), ME","McKinney, TX","Reno, NV","Wichita Falls, TX","Fort Worth, TX"
"Philadelphia","PA","1600000US4260000","El Paso, TX","Providence, RI","Newport News, VA","Irvine, CA","Brownsville, TX","Baton Rouge, LA","Elk Grove, CA","Miami Gardens, FL","Minneapolis, MN","New Orleans, LA","Amarillo, TX","Wilmington (DE), DE","High Point, NC","Midland, TX","Pittsburgh, PA"
"Phoenix","AZ","1600000US0455000","San Antonio, TX","Huntington Beach, CA","Concord, CA","Daly City, CA","Alexandria, VA","Jersey City, NJ","Aurora (CO), CO","Mesquite, TX","Olathe, KS","Wichita, KS","Kent, WA","Ontario, CA","Lexington-Fayette, KY","Reno, NV","Elgin, IL"
"Pittsburgh","PA","1600000US4261000","Frisco, TX","Wilmington (DE), DE","Green Bay, WI","Waterbury, CT","Midland, TX","Richmond (VA), VA","Spokane, WA","Evansville, IN","Warren, MI","Bayam<U+0086>n, PR","Cleveland, OH","Norman, OK","Stockton, CA","Las Vegas, NV","New Orleans, LA"
"Plano","TX","1600000US4858016","Santa Clarita, CA","Memphis, TN","Temecula, CA","Escondido, CA","San Jose, CA","Stamford, CT","Huntsville, AL","Orlando, FL","Rancho Cucamonga, CA","Simi Valley, CA","Torrance, CA","Omaha, NE","Carolina, PR","Roseville, CA","Ann Arbor, MI"
"Pomona","CA","1600000US0658072","Salinas, CA","Montgomery, AL","Lubbock, TX","St. Paul, MN","Miramar, FL","Grand Prairie, TX","Fort Wayne, IN","Sacramento, CA","Honolulu, HI","Tempe, AZ","Hampton, VA","Lexington-Fayette, KY","Eugene, OR","Worcester, MA","Glendale (AZ), AZ"
"Ponce","PR","1600000US7263820","San Juan, PR","Beaumont, TX","Downey, CA","Colorado Springs, CO","Denton, TX","Carrollton, TX","Boise City, ID","Garden Grove, CA","Rochester (NY), NY","Jacksonville, FL","Hayward, CA","Syracuse, NY","Buffalo, NY","Burbank, CA","Waco, TX"
"Port St. Lucie","FL","1600000US1258715","Springfield (IL), IL","Carlsbad, CA","Denver, CO","Lincoln, NE","Costa Mesa, CA","Independence, MO","Charlotte, NC","El Monte, CA","Murrieta, CA","Norfolk, VA","Hartford, CT","Birmingham, AL","Boston, MA","North Las Vegas, NV","Anaheim, CA"
"Portland (ME)","ME","1600000US2360545","Lakewood, CO","Salem, OR","Detroit, MI","Fayetteville, NC","Philadelphia, PA","St. Petersburg, FL","Glendale (CA), CA","Cambridge, MA","Reno, NV","Knoxville, TN","Wichita, KS","Paterson, NJ","McKinney, TX","Aurora (CO), CO","West Palm Beach, FL"
"Portland (OR)","OR","1600000US4159000","Des Moines, IA","Murfreesboro, TN","Arvada, CO","Raleigh, NC","Richmond (CA), CA","Antioch, CA","Orange, CA","Riverside, CA","McAllen, TX","Chattanooga, TN","Manchester, NH","Lancaster, CA","Fort Lauderdale, FL","Vallejo, CA","Columbia (MO), MO"
"Providence","RI","1600000US4459000","El Paso, TX","Brownsville, TX","New Orleans, LA","Amarillo, TX","Newport News, VA","Minneapolis, MN","Baton Rouge, LA","Elk Grove, CA","Irvine, CA","Wilmington (DE), DE","Midland, TX","Phoenix, AZ","Miami Gardens, FL","Burbank, CA","Plano, TX"
"Provo","UT","1600000US4962470","Wilmington (NC), NC","Gresham, OR","Topeka, KS","Overland Park, KS","Hollywood, FL","Richmond (VA), VA","Bayam<U+0086>n, PR","Greensboro, NC","Las Vegas, NV","Spokane, WA","Tulsa, OK","Winston-Salem, NC","Waterbury, CT","Bellevue, WA","Tallahassee, FL"
"Pueblo","CO","1600000US0862000","South Bend, IN","Lafayette, LA","Springfield (MO), MO","Everett, WA","Albuquerque, NM","Waco, TX","Laredo, TX","Buffalo, NY","Savannah, GA","Toledo, OH","Jacksonville, FL","Garden Grove, CA","New York, NY","Clarksville, TN","Mesa, AZ"
"Raleigh","NC","1600000US3755000","Manchester, NH","Fort Lauderdale, FL","Columbia (MO), MO","Richmond (CA), CA","Orange, CA","McAllen, TX","Baltimore, MD","Murfreesboro, TN","Grand Rapids, MI","Lancaster, CA","Providence, RI","Vallejo, CA","Antioch, CA","Riverside, CA","Arvada, CO"
"Rancho Cucamonga","CA","1600000US0659451","Roseville, CA","Escondido, CA","Orlando, FL","Stamford, CT","Temecula, CA","Corpus Christi, TX","Naperville, IL","Omaha, NE","Charleston (SC), SC","Torrance, CA","Memphis, TN","Pasadena (TX), TX","Oxnard, CA","Santa Clarita, CA","Pomona, CA"
"Reno","NV","1600000US3260600","Lakewood, CO","Anaheim, CA","Salt Lake City, UT","Detroit, MI","Lansing, MI","Knoxville, TN","Fayetteville, NC","Dayton, OH","Wichita, KS","Clearwater, FL","Long Beach, CA","West Palm Beach, FL","Victorville, CA","Philadelphia, PA","Portland (OR), OR"
"Richmond (CA)","CA","1600000US0660620","Murfreesboro, TN","Antioch, CA","Orange, CA","McAllen, TX","Fort Lauderdale, FL","Rancho Cucamonga, CA","Manchester, NH","Lancaster, CA","Vallejo, CA","Arvada, CO","Riverside, CA","Providence, RI","West Valley City, UT","Grand Rapids, MI","Oklahoma City, OK"
"Richmond (VA)","VA","1600000US5167000","Waterbury, CT","Bayam<U+0086>n, PR","Green Bay, WI","Pueblo, CO","Spokane, WA","Las Vegas, NV","Gresham, OR","Evansville, IN","Frisco, TX","Overland Park, KS","Wilmington (NC), NC","Rockford, IL","Topeka, KS","Winston-Salem, NC","Greensboro, NC"
"Riverside","CA","1600000US0662000","Oklahoma City, OK","Vallejo, CA","Lancaster, CA","Antioch, CA","Baltimore, MD","Richmond (VA), VA","Rancho Cucamonga, CA","Fort Lauderdale, FL","Providence, RI","Chicago, IL","Murfreesboro, TN","Grand Rapids, MI","Sterling Heights, MI","Bakersfield, CA","Manchester, NH"
"Rochester (MN)","MN","1600000US2754880","Hialeah, FL","Peoria (IL), IL","Henderson, NV","Virginia Beach, VA","Arlington, TX","Fargo, ND","Westminster, CO","Mobile, AL","Thornton, CO","Kansas City (KS), KS","Austin, TX","Elizabeth, NJ","West Jordan, UT","Fort Collins, CO","Milwaukee, WI"
"Rochester (NY)","NY","1600000US3663000","Syracuse, NY","Burbank, CA","Hayward, CA","Carrollton, TX","Springfield (MA), MA","Clarksville, TN","Toledo, OH","St. Louis, MO","Colorado Springs, CO","Minneapolis, MN","Albuquerque, NM","Downey, CA","Garden Grove, CA","Amarillo, TX","Denton, TX"
"Rockford","IL","1600000US1765000","Las Vegas, NV","Shreveport, LA","Bayam<U+0086>n, PR","Tallahassee, FL","Winston-Salem, NC","Modesto, CA","Kansas City (MO), MO","Tucson, AZ","Chesapeake, VA","San Bernardino, CA","Pueblo, CO","Riverside, CA","Waterbury, CT","Bellevue, WA","Savannah, GA"
"Roseville","CA","1600000US0662938","Naperville, IL","Corpus Christi, TX","Reno, NV","Omaha, NE","Charleston (SC), SC","Stamford, CT","Escondido, CA","Oxnard, CA","Temecula, CA","Orlando, FL","Scottsdale, AZ","Pasadena (TX), TX","Memphis, TN","Atlanta, GA","Ann Arbor, MI"
"Sacramento","CA","1600000US0664000","Lexington-Fayette, KY","Fort Wayne, IN","Eugene, OR","Glendale (AZ), AZ","Tacoma, WA","St. Paul, MN","Tempe, AZ","Ontario, CA","Vancouver, WA","Montgomery, AL","West Valley City, UT","Visalia, CA","Jackson, MS","Mesquite, TX","Arvada, CO"
"Salem","OR","1600000US4164900","Paterson, NJ","Portland (OR), OR","Glendale (CA), CA","Aurora (CO), CO","Knoxville, TN","Lakewood, CO","Detroit, MI","St. Petersburg, FL","Richmond (CA), CA","Alexandria, VA","Fayetteville, NC","Mesquite, TX","Wichita, KS","Hampton, VA","Anaheim, CA"
"Salinas","CA","1600000US0664224","Ponce, PR","Miramar, FL","Montgomery, AL","Lubbock, TX","St. Paul, MN","Grand Prairie, TX","Fort Wayne, IN","Salem, OR","Tempe, AZ","Lexington-Fayette, KY","Honolulu, HI","Hampton, VA","Eugene, OR","Glendale (AZ), AZ","Tacoma, WA"
"Salt Lake City","UT","1600000US4967000","Lansing, MI","Dayton, OH","Clearwater, FL","Anaheim, CA","Richmond (CA), CA","Long Beach, CA","Knoxville, TN","Charlotte, NC","Victorville, CA","Fayetteville, NC","Lakewood, CO","West Palm Beach, FL","Detroit, MI","Wichita, KS","Kent, WA"
"San Antonio","TX","1600000US4865000","Pittsburgh, PA","Daly City, CA","Concord, CA","Huntington Beach, CA","Alexandria, VA","Jersey City, NJ","Aurora (CO), CO","Wichita, KS","Mesquite, TX","Olathe, KS","Kent, WA","Elgin, IL","Tampa, FL","Richmond (CA), CA","Ontario, CA"
"San Bernardino","CA","1600000US0665000","Laredo, TX","Everett, WA","Tucson, AZ","Roseville, CA","St. Louis, MO","Albuquerque, NM","Springfield (MA), MA","Las Vegas, NV","Bayam<U+0086>n, PR","South Bend, IN","Mesa, AZ","Toledo, OH","Waterbury, CT","Clarksville, TN","Green Bay, WI"
"San Buenaventura","CA","1600000US0665042","Corona, CA","Coral Springs, FL","Burlington, VT","Cincinnati, OH","Gainesville, FL","Fort Collins, CO","Thornton, CO","Mobile, AL","Westminster, CO","West Jordan, UT","Henderson, NV","Fargo, ND","Arlington, TX","Cedar Rapids, IA","West Covina, CA"
"San Diego","CA","1600000US0666000","Cincinnati, OH","Fort Collins, CO","Mobile, AL","Henderson, NV","Thornton, CO","Virginia Beach, VA","Corona, CA","Westminster, CO","San Diego, CA","Arlington, TX","Coral Springs, FL","Austin, TX","Fargo, ND","West Jordan, UT","Hialeah, FL"
"San Francisco","CA","1600000US0667000","Cape Coral, FL","Davenport, IA","Allentown, PA","Washington, DC","Huntsville, AL","Torrance, CA","Billings, MT","San Jose, CA","Orlando, FL","Pasadena (TX), TX","Seattle, WA","Joliet, IL","West Covina, CA","Reno, NV","Escondido, CA"
"San Jose","CA","1600000US0668000","Pomona, CA","Huntsville, AL","Santa Clarita, CA","Torrance, CA","Escondido, CA","Temecula, CA","Orlando, FL","Memphis, TN","Stamford, CT","Simi Valley, CA","Reno, NV","Carolina, PR","Chandler, AZ","Irving, TX","Allentown, PA"
"San Juan","PR","1600000US7276770","Beaumont, TX","Downey, CA","Colorado Springs, CO","Carrollton, TX","Port St. Lucie, FL","High Point, NC","Hayward, CA","Denton, TX","Rockford, IL","Burbank, CA","Syracuse, NY","Miami Gardens, FL","Boise City, ID","Garden Grove, CA","Clarksville, TN"
"Santa Ana","CA","1600000US0669000","Bridgeport, CT","Los Angeles, CA","Yonkers, NY","Garland, TX","Oakland, CA","Oceanside, CA","Miramar, FL","Lubbock, TX","Salt Lake City, UT","Elk Grove, CA","Grand Prairie, TX","Ponce, PR","Irvine, CA","Montgomery, AL","Chula Vista, CA"
"Santa Clara","CA","1600000US0669084","Berkeley, CA","Sunnyvale, CA","Thousand Oaks, CA","Irving, TX","Chandler, AZ","Fresno, CA","Carolina, PR","Simi Valley, CA","Allentown, PA","New Haven, CT","San Juan, PR","Huntsville, AL","Pomona, CA","Santa Clarita, CA","Fullerton, CA"
"Santa Clarita","CA","1600000US0669088","Pomona, CA","Memphis, TN","Temecula, CA","Escondido, CA","Stamford, CT","San Juan, PR","Orlando, FL","Huntsville, AL","Reno, NV","Omaha, NE","Simi Valley, CA","Carolina, PR","Torrance, CA","Ann Arbor, MI","Sacramento, CA"
"Santa Rosa","CA","1600000US0670098","Peoria (AZ), AZ","Killeen, TX","Sterling Heights, MI","Houston, TX","Elizabeth, NJ","Austin, TX","Kansas City (KS), KS","Oklahoma City, OK","Arlington, TX","Hialeah, FL","Chicago, IL","Fort Collins, CO","Rochester (MN), MN","Vallejo, CA","Henderson, NV"
"Savannah","GA","1600000US1369000","New York, NY","Shreveport, LA","Raleigh, NC","Kansas City (MO), MO","Modesto, CA","Lafayette, LA","Everett, WA","Tucson, AZ","Mesa, AZ","South Bend, IN","Roseville, CA","Laredo, TX","Springfield (MO), MO","Tallahassee, FL","Waco, TX"
"Scottsdale","AZ","1600000US0465000","Oxnard, CA","Naperville, IL","Milwaukee, WI","Charleston (SC), SC","Omaha, NE","Sacramento, CA","Atlanta, GA","Corpus Christi, TX","Cheyenne, WY","Cedar Rapids, IA","Ann Arbor, MI","West Jordan, UT","Reno, NV","Fargo, ND","Virginia Beach, VA"
"Seattle","WA","1600000US5363000","West Covina, CA","Pasadena (TX), TX","Dallas, TX","San Diego, CA","Coral Springs, FL","Charleston (SC), SC","Gainesville, FL","Burlington, VT","Corona, CA","Cedar Rapids, IA","Corpus Christi, TX","Atlanta, GA","West Jordan, UT","Cincinnati, OH","Thornton, CO"
"Shreveport","LA","1600000US2270000","Modesto, CA","Kansas City (MO), MO","Tallahassee, FL","Roseville, CA","Winston-Salem, NC","Chesapeake, VA","Las Vegas, NV","New York, NY","Scottsdale, AZ","Tucson, AZ","Bayam<U+0086>n, PR","Bellevue, WA","Columbus (GA), GA","Mesa, AZ","Gresham, OR"
"Simi Valley","CA","1600000US0672016","Carolina, PR","Chandler, AZ","Irving, TX","Berkeley, CA","Pomona, CA","Santa Rosa, CA","San Juan, PR","Memphis, TN","Huntsville, AL","Temecula, CA","Santa Clarita, CA","Thousand Oaks, CA","Escondido, CA","Stamford, CT","Allentown, PA"
"Sioux Falls","SD","1600000US4659020","Norwalk, CA","Aurora (IL), IL","Pasadena (CA), CA","Centennial, CO","Murrieta, CA","Birmingham, AL","Jackson, MS","Costa Mesa, CA","El Monte, CA","Visalia, CA","Boston, MA","McAllen, TX","Columbia (MO), MO","Carlsbad, CA","Orange, CA"
"South Bend","IN","1600000US1871000","Raleigh, NC","Lafayette, LA","Springfield (MO), MO","Albuquerque, NM","Everett, WA","Laredo, TX","Toledo, OH","Waco, TX","Clarksville, TN","Buffalo, NY","Scottsdale, AZ","Jacksonville, FL","Garden Grove, CA","Mesa, AZ","San Buenaventura, CA"
"Spokane","WA","1600000US5367000","Evansville, IN","Warren, MI","Riverside, CA","Pueblo, CO","Overland Park, KS","Greensboro, NC","Waterbury, CT","Tampa, FL","Cleveland, OH","Wilmington (NC), NC","Topeka, KS","McKinney, TX","Fort Worth, TX","Gresham, OR","Frisco, TX"
"Springfield (IL)","IL","1600000US1772000","Portland (ME), ME","Carlsbad, CA","Denver, CO","El Monte, CA","Costa Mesa, CA","Murrieta, CA","Norfolk, VA","Lincoln, NE","Hartford, CT","Charlotte, NC","Boston, MA","Birmingham, AL","Independence, MO","Fairfield, CA","Little Rock, AR"
"Springfield (MA)","MA","1600000US2567000","St. Louis, MO","Clarksville, TN","Toledo, OH","Albuquerque, NM","Laredo, TX","San Buenaventura, CA","Syracuse, NY","Everett, WA","Minneapolis, MN","Spokane, WA","Midland, TX","Amarillo, TX","Burbank, CA","Rockford, IL","Raleigh, NC"
"Springfield (MO)","MO","1600000US2970000","Lafayette, LA","Raleigh, NC","Spokane, WA","Waco, TX","Buffalo, NY","Jacksonville, FL","Garden Grove, CA","Albuquerque, NM","Toledo, OH","Everett, WA","Boise City, ID","Laredo, TX","Clarksville, TN","Scottsdale, AZ","Mesa, AZ"
"St. Louis","MO","1600000US2965000","Springfield (MO), MO","San Buenaventura, CA","Minneapolis, MN","Clarksville, TN","Laredo, TX","Albuquerque, NM","Toledo, OH","Midland, TX","Amarillo, TX","Everett, WA","New Orleans, LA","Syracuse, NY","Spokane, WA","Burbank, CA","Tucson, AZ"
"St. Paul","MN","1600000US2758000","Montgomery, AL","Tempe, AZ","Honolulu, HI","Hampton, VA","Salem, OR","Fort Wayne, IN","Lexington-Fayette, KY","Ponce, PR","Salt Lake City, UT","Glendale (CA), CA","Eugene, OR","Paterson, NJ","Mesquite, TX","Ontario, CA","Aurora (CO), CO"
"St. Petersburg","FL","1600000US1263000","Glendale (CA), CA","Norman, OK","Portland (OR), OR","Worcester, MA","Stockton, CA","Salinas, CA","Cleveland, OH","Hampton, VA","Honolulu, HI","Aurora (CO), CO","Detroit, MI","Tampa, FL","Cambridge, MA","Warren, MI","Lakewood, CO"
"Stamford","CT","1600000US0973000","Temecula, CA","Escondido, CA","Reno, NV","Memphis, TN","Omaha, NE","Sacramento, CA","Orlando, FL","Santa Rosa, CA","Pomona, CA","Naperville, IL","Ann Arbor, MI","Corpus Christi, TX","Torrance, CA","Charleston (SC), SC","Seattle, WA"
"Sterling Heights","MI","1600000US2676460","Killeen, TX","Elizabeth, NJ","Savannah, GA","Peoria (AZ), AZ","Kansas City (KS), KS","Chicago, IL","Oklahoma City, OK","Rochester (MN), MN","Vallejo, CA","Lancaster, CA","Houston, TX","Austin, TX","Hialeah, FL","Baltimore, MD","Surprise, AZ"
"Stockton","CA","1600000US0675000","Norman, OK","Worcester, MA","Cleveland, OH","Stamford, CT","Warren, MI","Honolulu, HI","Hampton, VA","Glendale (CA), CA","Evansville, IN","Tampa, FL","Concord, CA","Springfield (IL), IL","Portland (OR), OR","McKinney, TX","Cambridge, MA"
"Sunnyvale","CA","1600000US0677000","Fresno, CA","New Haven, CT","Santa Clarita, CA","Thousand Oaks, CA","Fullerton, CA","Berkeley, CA","Irving, TX","Chandler, AZ","Carolina, PR","Sioux Falls, SD","Allentown, PA","San Juan, PR","Pomona, CA","Huntsville, AL","Santa Rosa, CA"
"Surprise","AZ","1600000US0471510","Kansas City (KS), KS","Chicago, IL","Elizabeth, NJ","Baltimore, MD","Grand Rapids, MI","Stockton, CA","Hialeah, FL","Charleston (WV), WV","Lancaster, CA","Vallejo, CA","Rochester (NY), NY","Bakersfield, CA","Killeen, TX","Fort Lauderdale, FL","Savannah, GA"
"Syracuse","NY","1600000US3673000","Rockford, IL","Burbank, CA","Hayward, CA","Springfield (MO), MO","Carrollton, TX","Clarksville, TN","St. Paul, MN","Toledo, OH","Minneapolis, MN","Albuquerque, NM","Amarillo, TX","Laredo, TX","New Orleans, LA","Spokane, WA","Garden Grove, CA"
"Tacoma","WA","1600000US5370000","Glendale (AZ), AZ","West Valley City, UT","Visalia, CA","Jackson, MS","Eugene, OR","Arvada, CO","Fort Wayne, IN","Vancouver, WA","Salem, OR","Orange, CA","Murfreesboro, TN","Des Moines, IA","Ontario, CA","Lexington-Fayette, KY","McAllen, TX"
"Tallahassee","FL","1600000US1270600","Winston-Salem, NC","Chesapeake, VA","Simi Valley, CA","Modesto, CA","Kansas City (MO), MO","Roseville, CA","Las Vegas, NV","Bellevue, WA","Bayam<U+0086>n, PR","Columbus (GA), GA","Gresham, OR","Pueblo, CO","Wilmington (NC), NC","Topeka, KS","Hollywood, FL"
"Tampa","FL","1600000US1271000","McKinney, TX","Fort Worth, TX","Cambridge, MA","Madison, WI","Evansville, IN","Wichita, KS","Philadelphia, PA","Warren, MI","Elgin, IL","Greensboro, NC","Springfield (IL), IL","Norman, OK","Cleveland, OH","Stamford, CT","Columbia (SC), SC"
"Temecula","CA","1600000US0678120","Sterling Heights, MI","Escondido, CA","Memphis, TN","Reno, NV","Omaha, NE","Orlando, FL","Santa Rosa, CA","Pomona, CA","Sacramento, CA","Naperville, IL","Ann Arbor, MI","Corpus Christi, TX","Torrance, CA","Huntsville, AL","San Juan, PR"
"Tempe","AZ","1600000US0473000","Paterson, NJ","St. Petersburg, FL","Miami, FL","Eugene, OR","Fort Wayne, IN","Mesquite, TX","Ontario, CA","Fairfield, CA","Vancouver, WA","Little Rock, AR","Hampton, VA","Lexington-Fayette, KY","Glendale (CA), CA","Montgomery, AL","Salinas, CA"
"Thornton","CO","1600000US0877290","Westminster, CO","Fargo, ND","West Jordan, UT","Coral Springs, FL","Mobile, AL","Henderson, NV","San Diego, CA","Cedar Rapids, IA","Corona, CA","Arlington, TX","Fort Collins, CO","Atlanta, GA","Cincinnati, OH","Virginia Beach, VA","Rochester (NY), NY"
"Thousand Oaks","CA","1600000US0678582","Fresno, CA","Berkeley, CA","Santa Clarita, CA","Surprise, AZ","New Haven, CT","Irving, TX","Chandler, AZ","Carolina, PR","Sioux Falls, SD","Fullerton, CA","Allentown, PA","Pomona, CA","Santa Rosa, CA","San Juan, PR","Huntsville, AL"
"Toledo","OH","1600000US3977000","Clarksville, TN","Albuquerque, NM","Spokane, WA","Laredo, TX","St. Louis, MO","Springfield (MO), MO","Raleigh, NC","Everett, WA","Lafayette, LA","Garden Grove, CA","St. Paul, MN","Jacksonville, FL","San Buenaventura, CA","Waco, TX","Buffalo, NY"
"Topeka","KS","1600000US2071000","Wilmington (NC), NC","Hollywood, FL","Overland Park, KS","Greensboro, NC","Gresham, OR","Tulsa, OK","Palmdale, CA","Pueblo, CO","Indianapolis, IN","Moreno Valley, CA","Fort Worth, TX","Bellevue, WA","Fontana, CA","Akron, OH","Columbus (OH), OH"
"Torrance","CA","1600000US0680000","Orlando, FL","Huntsville, AL","Reno, NV","Escondido, CA","Tempe, AZ","Sterling Heights, MI","San Juan, PR","Pomona, CA","Sacramento, CA","Santa Rosa, CA","Corpus Christi, TX","Pasadena (TX), TX","Memphis, TN","Naperville, IL","Omaha, NE"
"Tucson","AZ","1600000US0477000","Mesa, AZ","New York, NY","Roseville, CA","Simi Valley, CA","Everett, WA","Scottsdale, AZ","San Buenaventura, CA","Modesto, CA","Laredo, TX","Las Vegas, NV","Kansas City (MO), MO","Tampa, FL","Winston-Salem, NC","Bayam<U+0086>n, PR","Raleigh, NC"
"Tulsa","OK","1600000US4075000","Overland Park, KS","Gresham, OR","Torrance, CA","Hollywood, FL","Wilmington (NC), NC","Greensboro, NC","Moreno Valley, CA","Elgin, IL","Fort Worth, TX","Palmdale, CA","Fontana, CA","Indianapolis, IN","Pueblo, CO","Columbus (OH), OH","Inglewood, CA"
"Vallejo","CA","1600000US0681666","Lancaster, CA","Rochester (MN), MN","Oklahoma City, OK","Antioch, CA","Fort Lauderdale, FL","Baltimore, MD","Richmond (VA), VA","Chicago, IL","Grand Rapids, MI","Rancho Cucamonga, CA","Murfreesboro, TN","Manchester, NH","McAllen, TX","Orange, CA","Stockton, CA"
"Vancouver","WA","1600000US5374060","Little Rock, AR","Miami, FL","Eugene, OR","Boston, MA","Fairfield, CA","Norfolk, VA","Ontario, CA","Birmingham, AL","Jackson, MS","Visalia, CA","El Monte, CA","Tallahassee, FL","Glendale (AZ), AZ","Hartford, CT","West Valley City, UT"
"Victorville","CA","1600000US0682590","West Palm Beach, FL","Long Beach, CA","Columbia (SC), SC","Clearwater, FL","Fayetteville, NC","Philadelphia, PA","Lansing, MI","Wichita Falls, TX","San Antonio, TX","Madison, WI","Dayton, OH","Lakewood, CO","Detroit, MI","Richmond (CA), CA","Kent, WA"
"Virginia Beach","VA","1600000US5182000","Peoria (IL), IL","Fargo, ND","Rochester (NY), NY","Cheyenne, WY","Milwaukee, WI","Westminster, CO","Thousand Oaks, CA","Henderson, NV","West Jordan, UT","Hialeah, FL","Cedar Rapids, IA","Mobile, AL","Arlington, TX","Atlanta, GA","Coral Springs, FL"
"Visalia","CA","1600000US0682954","West Valley City, UT","Jackson, MS","Tallahassee, FL","Glendale (AZ), AZ","Eugene, OR","Victorville, CA","Arvada, CO","Orange, CA","Birmingham, AL","South Bend, IN","Norwalk, CA","McAllen, TX","Fort Wayne, IN","Boston, MA","Aurora (IL), IL"
"Waco","TX","1600000US4876000","Buffalo, NY","Jacksonville, FL","St. Louis, MO","Lafayette, LA","Garden Grove, CA","Raleigh, NC","Boise City, ID","Spokane, WA","Scottsdale, AZ","Albuquerque, NM","Everett, WA","Topeka, KS","New York, NY","Laredo, TX","Clarksville, TN"
"Warren","MI","1600000US2684000","Evansville, IN","Cleveland, OH","Norman, OK","Springfield (IL), IL","Sunnyvale, CA","Temecula, CA","McKinney, TX","Cambridge, MA","Stamford, CT","Worcester, MA","Fort Worth, TX","Frisco, TX","Greensboro, NC","Riverside, CA","Overland Park, KS"
